,album,artist,lyric,song
1538,The Incredible True Story (2015),Logic,Broke as hell we couldn't fund the trust,Stainless
1539,The Incredible True Story (2015),Logic,Outside run around with a gun to bust,Stainless
1540,The Incredible True Story (2015),Logic,Police looking for every one of us,Stainless
1541,The Incredible True Story (2015),Logic,Back then yeah all of that was fun to us,Stainless
1542,The Incredible True Story (2015),Logic,Had a little bit of money in the middle,Stainless
1543,The Incredible True Story (2015),Logic,Let me hit 'em with a riddle,Stainless
1544,The Incredible True Story (2015),Logic,If I never had a dark night I might not not not not be the same,Stainless
1545,The Incredible True Story (2015),Logic,Might not be the...,Stainless
1546,The Incredible True Story (2015),Logic,I know my mind is sober,Stainless
1547,The Incredible True Story (2015),Logic,"But I'm so high, it's over",Stainless
1548,The Incredible True Story (2015),Logic,I know my mind is sober,Stainless
1549,The Incredible True Story (2015),Logic,"But I'm so high, it's over",Stainless
1550,The Incredible True Story (2015),Logic,And I want it [?],Stainless
1551,The Incredible True Story (2015),Logic,Ay-Hey now boy,Stainless
1552,The Incredible True Story (2015),Logic,"You don't know nothing about this, right here boy",Stainless
1553,The Incredible True Story (2015),Logic,"Chilling in Maryland, three niggas in a Cadillac lac-lac",Stainless
1554,The Incredible True Story (2015),Logic,You don't know nothin' bout that Chi town,Stainless
1555,The Incredible True Story (2015),Logic,"South Central with the gang, gang, gang",Stainless
1556,The Incredible True Story (2015),Logic,"Niggas in the projects, for them niggas tryna eat",Stainless
1557,The Incredible True Story (2015),Logic,Get the fuck up off your silver,Stainless
1558,The Incredible True Story (2015),Logic,"Everybody wanna live lavish, a million in the bank on average",Stainless
1559,The Incredible True Story (2015),Logic,They cutthroat yeah they savage,Stainless
1560,The Incredible True Story (2015),Logic,They riding round with the baddest (bitch),Stainless
1561,The Incredible True Story (2015),Logic,"One day, I woke up, and said I'm bout to do for the rest of my life",Stainless
1562,The Incredible True Story (2015),Logic,No question it's right,Stainless
1563,The Incredible True Story (2015),Logic,Waiting for the bus at a stop light looking at the cop right in front of my eyes,Stainless
1564,The Incredible True Story (2015),Logic,Living in a world of lies,Stainless
1565,The Incredible True Story (2015),Logic,"Where the truth dies and hatred multiplies, mu-mu-mu-multiplies",Stainless
1566,The Incredible True Story (2015),Logic,I said I can't take it,Stainless
1567,The Incredible True Story (2015),Logic,I remember wondering if I would ever make it,Stainless
1568,The Incredible True Story (2015),Logic,"But as I reminisce I realize it was all irrelevant, it's evident",Stainless
1569,The Incredible True Story (2015),Logic,I'm getting money for the hell of it,Stainless
1570,The Incredible True Story (2015),Logic,Never fuck around until the flow celibate,Stainless
1571,The Incredible True Story (2015),Logic,Speaking for the people like a delegate and when the situation's delicate,Stainless
1572,The Incredible True Story (2015),Logic,I execute it with the proper etiquette,Stainless
1573,The Incredible True Story (2015),Logic,"Everybody wanna get ahead of it, no",Stainless
1574,The Incredible True Story (2015),Logic,I can't take the time to stop,Stainless
1575,The Incredible True Story (2015),Logic,It ain't all about the money so I'm headed to the top,Stainless
1576,The Incredible True Story (2015),Logic,But I'm still getting guap never stop unless a body drop,Stainless
1577,The Incredible True Story (2015),Logic,Metaphorical motherfucker to get it in,Stainless
1578,The Incredible True Story (2015),Logic,While the whole world spin for the dividend,Stainless
1579,The Incredible True Story (2015),Logic,But I'm in another system,Stainless
1580,The Incredible True Story (2015),Logic,Everybody hate till he dead then they miss 'em,Stainless
1581,The Incredible True Story (2015),Logic,Why can't we relax and listen,Stainless
1582,The Incredible True Story (2015),Logic,Stop spending money on things that glisten,Stainless
1583,The Incredible True Story (2015),Logic,I know my mind is sober,Stainless
1584,The Incredible True Story (2015),Logic,"But I'm so high, its sober",Stainless
1585,The Incredible True Story (2015),Logic,I Know my mind is sober,Stainless
1586,The Incredible True Story (2015),Logic,"But I'm so high, its sober",Stainless
1587,The Incredible True Story (2015),Logic,And I want it [?],Stainless
1588,The Incredible True Story (2015),Logic,Ay-Hey now boy,Stainless
1589,The Incredible True Story (2015),Logic,"You don't know nothing about this, right here boy",Stainless
1590,The Incredible True Story (2015),Logic,"Chilling in Maryland, three niggas in a Cadillac lac-lac",Stainless
1591,The Incredible True Story (2015),Logic,You don't know nothin' bout that Chi town,Stainless
1592,The Incredible True Story (2015),Logic,South Central with the gat gat gat,Stainless
1593,The Incredible True Story (2015),Logic,"Niggas in the projects, for them niggas tryna eat",Stainless
1594,The Incredible True Story (2015),Logic,Get the fuck up off your silver spoon,Stainless
1595,The Incredible True Story (2015),Logic,"Aye, this that shit",Like Woah
1596,The Incredible True Story (2015),Logic,I'm looking at you 6ix,Like Woah
1597,The Incredible True Story (2015),Logic,I've been feeling like a,Like Woah
1598,The Incredible True Story (2015),Logic,I've been feeling like a mothafuckin' postman,Like Woah
1599,The Incredible True Story (2015),Logic,Sending letters to the people,Like Woah
1600,The Incredible True Story (2015),Logic,"All this knowledge that I got, I'm like an old man",Like Woah
1601,The Incredible True Story (2015),Logic,"Hold up, wait now oh man!",Like Woah
1602,The Incredible True Story (2015),Logic,Let me back up in this bitch,Like Woah
1603,The Incredible True Story (2015),Logic,"I'm platinum in this bitch, I'm rapping in this bitch",Like Woah
1604,The Incredible True Story (2015),Logic,"Running the game, yeah I've been lappin' in this bitch",Like Woah
1605,The Incredible True Story (2015),Logic,You know it's all right,Like Woah
1606,The Incredible True Story (2015),Logic,Fuck around and they all might,Like Woah
1607,The Incredible True Story (2015),Logic,"Look at a brother different, I've been at it all night",Like Woah
1608,The Incredible True Story (2015),Logic,"I think I said it but I know I do it, this for everybody going through it",Like Woah
1609,The Incredible True Story (2015),Logic,Like whoa,Like Woah
1610,The Incredible True Story (2015),Logic,Through it like whoa,Like Woah
1611,The Incredible True Story (2015),Logic,Through it like whoa,Like Woah
1612,The Incredible True Story (2015),Logic,Going through it like whoa,Like Woah
1613,The Incredible True Story (2015),Logic,You already know,Like Woah
1614,The Incredible True Story (2015),Logic,You already know,Like Woah
1615,The Incredible True Story (2015),Logic,Gotta get it like whoa,Like Woah
1616,The Incredible True Story (2015),Logic,In this bitch like whoa,Like Woah
1617,The Incredible True Story (2015),Logic,"Get it like, like, like whoa",Like Woah
1618,The Incredible True Story (2015),Logic,Let's go,Like Woah
1619,The Incredible True Story (2015),Logic,"Uh, I'ma get it like whoa",Like Woah
1620,The Incredible True Story (2015),Logic,Back up in this mothafucka livin' like a goddamn king,Like Woah
1621,The Incredible True Story (2015),Logic,Tell me money ain't a thing now,Like Woah
1622,The Incredible True Story (2015),Logic,30 thousand feet above the world right next to the wing,Like Woah
1623,The Incredible True Story (2015),Logic,Too high to hear the birds sing now,Like Woah
1624,The Incredible True Story (2015),Logic,All around the world and back again it's finally happenin',Like Woah
1625,The Incredible True Story (2015),Logic,I'm lappin' in this luxury by nappin' in a big ass house,Like Woah
1626,The Incredible True Story (2015),Logic,"Chillin' with my homies on the West side, West side",Like Woah
1627,The Incredible True Story (2015),Logic,Bringin' out my best side,Like Woah
1628,The Incredible True Story (2015),Logic,I was on the road for like a quarter I was in and out the border,Like Woah
1629,The Incredible True Story (2015),Logic,"From London to Paris, yes it's very extraordinary",Like Woah
1630,The Incredible True Story (2015),Logic,Fuck around and took the bus and a ferry,Like Woah
1631,The Incredible True Story (2015),Logic,"Should've seen the itinerary, then we made it back home like whoa",Like Woah
1632,The Incredible True Story (2015),Logic,"Tell me how you're feelin', higher than the ceilin'",Like Woah
1633,The Incredible True Story (2015),Logic,I know I've been illin',Like Woah
1634,The Incredible True Story (2015),Logic,"Probably wonder where I'm at, bitch I've been chillin'",Like Woah
1635,The Incredible True Story (2015),Logic,Why they grillin'? Yeah I'm still in like I never left,Like Woah
1636,The Incredible True Story (2015),Logic,They know I had to go but then I brought it right back,Like Woah
1637,The Incredible True Story (2015),Logic,Like whoa,Like Woah
1638,The Incredible True Story (2015),Logic,Do it like whoa,Like Woah
1639,The Incredible True Story (2015),Logic,Do it like whoa,Like Woah
1640,The Incredible True Story (2015),Logic,Going through it like whoa,Like Woah
1641,The Incredible True Story (2015),Logic,You already know,Like Woah
1642,The Incredible True Story (2015),Logic,You already know,Like Woah
1643,The Incredible True Story (2015),Logic,Gotta get it like whoa,Like Woah
1644,The Incredible True Story (2015),Logic,In this bitch like whoa,Like Woah
1645,The Incredible True Story (2015),Logic,"Get it like, like, like whoa",Like Woah
1646,The Incredible True Story (2015),Logic,Let's go,Like Woah
1647,The Incredible True Story (2015),Logic,"Uh, I'ma get it like whoa",Like Woah
1648,The Incredible True Story (2015),Logic,I get so high they wonder why no I can't go away,Like Woah
1649,The Incredible True Story (2015),Logic,"I gotta hold my own, know that's the only way",Like Woah
1650,The Incredible True Story (2015),Logic,"I've been vibin', let me guide em, I said I gotta know",Like Woah
1651,The Incredible True Story (2015),Logic,I've been ridin' for so long I think that it's time to go,Like Woah
1652,The Incredible True Story (2015),Logic,"Feeling like an addict that ain't had it, up and at it in a minute",Like Woah
1653,The Incredible True Story (2015),Logic,"If it hadn't been invented, my limit wouldn't be infinite",Like Woah
1654,The Incredible True Story (2015),Logic,I'm feeling like an infant in a womb,Like Woah
1655,The Incredible True Story (2015),Logic,I'ma be here till the tomb,Like Woah
1656,The Incredible True Story (2015),Logic,Lately I've been in my room,Like Woah
1657,The Incredible True Story (2015),Logic,Lookin' and lookin' at records on the wall,Like Woah
1658,The Incredible True Story (2015),Logic,Hold up,Like Woah
1659,The Incredible True Story (2015),Logic,Like whoa,Like Woah
1660,The Incredible True Story (2015),Logic,"Yeah I hope we make it to fuckin' paradise and not die on the way there, mothafucka",Like Woah
1661,The Incredible True Story (2015),Logic,"Okay now this how I'm feeling, lately I'm like the villain",Lord Willin'
1662,The Incredible True Story (2015),Logic,"Cause while they on that other shit I been posted, out here chillin'",Lord Willin'
1663,The Incredible True Story (2015),Logic,"Lord willin', I'll survive, but not like that 9 to 5",Lord Willin'
1664,The Incredible True Story (2015),Logic,You know this that shit that you bumpin' in your whip while you drive,Lord Willin'
1665,The Incredible True Story (2015),Logic,"I've been living life, and I hope that you do the same",Lord Willin'
1666,The Incredible True Story (2015),Logic,'Cause if you ain't doing what you love it's only you to blame,Lord Willin'
1667,The Incredible True Story (2015),Logic,"Come on I've been through the game, bout time that they know my name",Lord Willin'
1668,The Incredible True Story (2015),Logic,"Numb it down for the pain, this music my Novocaine",Lord Willin'
1669,The Incredible True Story (2015),Logic,"Lord Willin' we over came, it's time to get over man",Lord Willin'
1670,The Incredible True Story (2015),Logic,I've been around the world and back and I swear it's all the same,Lord Willin'
1671,The Incredible True Story (2015),Logic,"And what I learned, A prophet don't do it for the profit gone get off",Lord Willin'
1672,The Incredible True Story (2015),Logic,"Check the topic watch me drop it, can you top it",Lord Willin'
1673,The Incredible True Story (2015),Logic,I don't know I've been at it on the low,Lord Willin'
1674,The Incredible True Story (2015),Logic,Never did it like this here before,Lord Willin'
1675,The Incredible True Story (2015),Logic,But I'm still here and I just hope I'll make a difference make a killin',Lord Willin'
1676,The Incredible True Story (2015),Logic,Lord willin',Lord Willin'
1677,The Incredible True Story (2015),Logic,Lord willin',Lord Willin'
1678,The Incredible True Story (2015),Logic,"Make a difference, lord willin'",Lord Willin'
1679,The Incredible True Story (2015),Logic,"Uh, lord willin'",Lord Willin'
1680,The Incredible True Story (2015),Logic,I tell 'em hold on,Lord Willin'
1681,The Incredible True Story (2015),Logic,And yeah you know that I gotta bring it back again,Lord Willin'
1682,The Incredible True Story (2015),Logic,And I tell 'em hold on,Lord Willin'
1683,The Incredible True Story (2015),Logic,I don't understand what's happening,Lord Willin'
1684,The Incredible True Story (2015),Logic,And so I tell 'em hold on,Lord Willin'
1685,The Incredible True Story (2015),Logic,And yeah you know that I gotta bring it back again,Lord Willin'
1686,The Incredible True Story (2015),Logic,And I tell 'em hold on,Lord Willin'
1687,The Incredible True Story (2015),Logic,I don't understand what's happening,Lord Willin'
1688,The Incredible True Story (2015),Logic,So I tell em,Lord Willin'
1689,The Incredible True Story (2015),Logic,"I guess I'm back at it, I ain't done, I ain't had it",Lord Willin'
1690,The Incredible True Story (2015),Logic,If I was underground before then this is me in my attic,Lord Willin'
1691,The Incredible True Story (2015),Logic,"For this rap shit I'm an addict, but can't fuck with that dramatic",Lord Willin'
1692,The Incredible True Story (2015),Logic,"I've been busting my ass, they probably think it's automatic",Lord Willin'
1693,The Incredible True Story (2015),Logic,Yes sir I've done this shit before like your baby momma momma,Lord Willin'
1694,The Incredible True Story (2015),Logic,"I'ma tell 'em like it is, I'ma tell 'em like it is",Lord Willin'
1695,The Incredible True Story (2015),Logic,"Life ain't picture perfect, we use the negatives to develop",Lord Willin'
1696,The Incredible True Story (2015),Logic,"I'm well up I'm way up, nothing but net, fuck the layup, I'm way up",Lord Willin'
1697,The Incredible True Story (2015),Logic,Bitches losing calories out here jumping to conclusions,Lord Willin'
1698,The Incredible True Story (2015),Logic,"Can't fuck with they delusions, I'm on that 101 cruisin'",Lord Willin'
1699,The Incredible True Story (2015),Logic,"Okay, way back in the day I rap in a way, but no not quite like this",Lord Willin'
1700,The Incredible True Story (2015),Logic,"Living like that in a way, guess you could say made me wanna write like this",Lord Willin'
1701,The Incredible True Story (2015),Logic,"Not quite like this on my level, I'm unique and I'm a rebel",Lord Willin'
1702,The Incredible True Story (2015),Logic,"Like you listening, I hope that you're listening",Lord Willin'
1703,The Incredible True Story (2015),Logic,"This feel like it's summertime, waiting for the bus number nine",Lord Willin'
1704,The Incredible True Story (2015),Logic,"Through the city all alone, not a worry, not your phone",Lord Willin'
1705,The Incredible True Story (2015),Logic,We just vibing maybe flying 'round the world,Lord Willin'
1706,The Incredible True Story (2015),Logic,"Man, I hope you see the world",Lord Willin'
1707,The Incredible True Story (2015),Logic,"And all your dreams will unfurl, just don't never cash your pearl",Lord Willin'
1708,The Incredible True Story (2015),Logic,"Go out there and make a livin', take this advice that I'm givin'",Lord Willin'
1709,The Incredible True Story (2015),Logic,"Make a difference make a killin', make a killin'",Lord Willin'
1710,The Incredible True Story (2015),Logic,Lord willin',Lord Willin'
1711,The Incredible True Story (2015),Logic,Lord willin',Lord Willin'
1712,The Incredible True Story (2015),Logic,"Make a difference, lord willin'",Lord Willin'
1713,The Incredible True Story (2015),Logic,"Uh, lord willin'",Lord Willin'
1714,The Incredible True Story (2015),Logic,I tell 'em hold on,Lord Willin'
1715,The Incredible True Story (2015),Logic,And yeah you know that I gotta bring it back again,Lord Willin'
1716,The Incredible True Story (2015),Logic,And I tell 'em hold on,Lord Willin'
1717,The Incredible True Story (2015),Logic,I don't understand what's happening,Lord Willin'
1718,The Incredible True Story (2015),Logic,And so I tell 'em hold on,Lord Willin'
1719,The Incredible True Story (2015),Logic,And yeah you know that I gotta bring it back again,Lord Willin'
1720,The Incredible True Story (2015),Logic,And I tell 'em hold on,Lord Willin'
1721,The Incredible True Story (2015),Logic,I don't understand what's happening,Lord Willin'
1722,The Incredible True Story (2015),Logic,So I tell em,Lord Willin'
1723,The Incredible True Story (2015),Logic,I know that you think this song is for you,City of Stars
1724,The Incredible True Story (2015),Logic,I used to long for you and adore you,City of Stars
1725,The Incredible True Story (2015),Logic,My life was just fine way back before you,City of Stars
1726,The Incredible True Story (2015),Logic,Now when you reach out I just ignore you,City of Stars
1727,The Incredible True Story (2015),Logic,Cause this ain't a love song (Whoa),City of Stars
1728,The Incredible True Story (2015),Logic,"This is ""So long""",City of Stars
1729,The Incredible True Story (2015),Logic,"You did me so wrong for so long, for so long",City of Stars
1730,The Incredible True Story (2015),Logic,No I never thought I could live my life without you,City of Stars
1731,The Incredible True Story (2015),Logic,All you ever seem to do is scream and make it all about you,City of Stars
1732,The Incredible True Story (2015),Logic,And so I doubt you,City of Stars
1733,The Incredible True Story (2015),Logic,I doubt you even know what's on my mind,City of Stars
1734,The Incredible True Story (2015),Logic,I said I doubt you,City of Stars
1735,The Incredible True Story (2015),Logic,I doubt you even know why I left you behind,City of Stars
1736,The Incredible True Story (2015),Logic,I know that I've been living,City of Stars
1737,The Incredible True Story (2015),Logic,I know that I've been living,City of Stars
1738,The Incredible True Story (2015),Logic,I know that I've been living,City of Stars
1739,The Incredible True Story (2015),Logic,I know that I've been living,City of Stars
1740,The Incredible True Story (2015),Logic,In the city of stars,City of Stars
1741,The Incredible True Story (2015),Logic,Where there's flying cars,City of Stars
1742,The Incredible True Story (2015),Logic,A brand new home for everyone,City of Stars
1743,The Incredible True Story (2015),Logic,And even life on Mars,City of Stars
1744,The Incredible True Story (2015),Logic,In the city of stars,City of Stars
1745,The Incredible True Story (2015),Logic,Where there's flying cars,City of Stars
1746,The Incredible True Story (2015),Logic,A brand new home for everyone,City of Stars
1747,The Incredible True Story (2015),Logic,And even life on Mars,City of Stars
1748,The Incredible True Story (2015),Logic,In the city ...,City of Stars
1749,The Incredible True Story (2015),Logic,Cause this ain't a love song (Whoa),City of Stars
1750,The Incredible True Story (2015),Logic,"This is ""So long""",City of Stars
1751,The Incredible True Story (2015),Logic,"You did me so wrong for so long, for so long",City of Stars
1752,The Incredible True Story (2015),Logic,And so I doubt you,City of Stars
1753,The Incredible True Story (2015),Logic,I doubt you even know what's on my mind,City of Stars
1754,The Incredible True Story (2015),Logic,I said I doubt you,City of Stars
1755,The Incredible True Story (2015),Logic,I doubt you even know how I let you...,City of Stars
1756,The Incredible True Story (2015),Logic,"Much love to Def Jam, even though they under shipped me",City of Stars
1757,The Incredible True Story (2015),Logic,"Did me like Bobby did Whitney, but the fans was with me",City of Stars
1758,The Incredible True Story (2015),Logic,Know my name around the world but it still ain't hit me,City of Stars
1759,The Incredible True Story (2015),Logic,All the talent in the world and they still don't get me,City of Stars
1760,The Incredible True Story (2015),Logic,I didn't talk about my race on the whole first album,City of Stars
1761,The Incredible True Story (2015),Logic,But black vs white bullshit was the still the outcome,City of Stars
1762,The Incredible True Story (2015),Logic,How come these motherfuckers can't seem to let it go,City of Stars
1763,The Incredible True Story (2015),Logic,Judging rap by race instead of the better flow,City of Stars
1764,The Incredible True Story (2015),Logic,"Who gives a fuck who made it, I penetrated and innovated",City of Stars
1765,The Incredible True Story (2015),Logic,"While they emulated, give a fuck if I'm hated",City of Stars
1766,The Incredible True Story (2015),Logic,"I'mma do it till I get it, fuck a nominated",City of Stars
1767,The Incredible True Story (2015),Logic,Bitch I dominate it,City of Stars
1768,The Incredible True Story (2015),Logic,"Yeah, emails from Rick Rubin, dinner with No ID",City of Stars
1769,The Incredible True Story (2015),Logic,Chilling with B-I-G D-A-Double-D-Y K-A-N-E,City of Stars
1770,The Incredible True Story (2015),Logic,"Not many get to what I do, and now enemies",City of Stars
1771,The Incredible True Story (2015),Logic,Thinking they slick as fuck like the finna befriending me,City of Stars
1772,The Incredible True Story (2015),Logic,"But let's get back to the music, I'm gone",City of Stars
1773,The Incredible True Story (2015),Logic,Outside of this solar system I'm searching for paradise,City of Stars
1774,The Incredible True Story (2015),Logic,"Livin' the life, bitch I've been a vet",City of Stars
1775,The Incredible True Story (2015),Logic,Fuck all these cats on the internet,City of Stars
1776,The Incredible True Story (2015),Logic,I love Hip Hop and I hate Hip Hop,City of Stars
1777,The Incredible True Story (2015),Logic,Cause people that love Pac hope that Drake get shot,City of Stars
1778,The Incredible True Story (2015),Logic,"'Cause he raps about money and bitches, for heaven's sake",City of Stars
1779,The Incredible True Story (2015),Logic,"Pac did the same shit, just on a drum break",City of Stars
1780,The Incredible True Story (2015),Logic,"Now I ain't wanna name names, I'm just droppin' this game",City of Stars
1781,The Incredible True Story (2015),Logic,"We all people, all equal",City of Stars
1782,The Incredible True Story (2015),Logic,"Now let me let off, yeah",City of Stars
1783,The Incredible True Story (2015),Logic,Now let me let off,City of Stars
1784,The Incredible True Story (2015),Logic,"Tougher than raw denim, my flow you can't identify",City of Stars
1785,The Incredible True Story (2015),Logic,"Talib said it best back in the day, we just tryna get by",City of Stars
1786,The Incredible True Story (2015),Logic,"Two words, Mos Def, in my headphones",City of Stars
1787,The Incredible True Story (2015),Logic,"Black on one side, now I'm in another zone",City of Stars
1788,The Incredible True Story (2015),Logic,"Switch flows, fuck 'em up",City of Stars
1789,The Incredible True Story (2015),Logic,"Play the game, run 'em up",City of Stars
1790,The Incredible True Story (2015),Logic,Yeah I sold a couple records but people don't give a fuck,City of Stars
1791,The Incredible True Story (2015),Logic,All the people want is real,City of Stars
1792,The Incredible True Story (2015),Logic,Guess that's why Logic appeal,City of Stars
1793,The Incredible True Story (2015),Logic,"All the power in the world, hold that, tell me how it feel",City of Stars
1794,The Incredible True Story (2015),Logic,Racism on television and in magazines,City of Stars
1795,The Incredible True Story (2015),Logic,"Paying taxes so soldiers don't run out of magazines, god damn",City of Stars
1796,The Incredible True Story (2015),Logic,Country don't give a fuck who I am,City of Stars
1797,The Incredible True Story (2015),Logic,Just a youngin' on the rise with a mic in my hand,City of Stars
1798,The Incredible True Story (2015),Logic,"And I am, here's to the Roc",City of Stars
1799,The Incredible True Story (2015),Logic,"The .45 Glock that my older brother pop, shot",City of Stars
1800,The Incredible True Story (2015),Logic,And I am finally on top,City of Stars
1801,The Incredible True Story (2015),Logic,"Too high up, not a drop",City of Stars
1802,The Incredible True Story (2015),Logic,"Stop, we gettin' guap, gettin' guap",City of Stars
1803,The Incredible True Story (2015),Logic,I am livin' like I ain't got it,City of Stars
1804,The Incredible True Story (2015),Logic,"Spit the flow so robotic, man who gives a fuck about it",City of Stars
1805,The Incredible True Story (2015),Logic,Maryland till I die but I had to get the fuck up out it,City of Stars
1806,The Incredible True Story (2015),Logic,"I love it and hate it, you probably don't know man, I doubt it",City of Stars
1807,Young Sinatra (2011),Young Sinatra,Hello?,Sell Out Records
1808,Young Sinatra (2011),Young Sinatra,"Yes, hi, is this Logic?",Sell Out Records
1809,Young Sinatra (2011),Young Sinatra,Yeah. This is Logic. What's up?,Sell Out Records
1810,Young Sinatra (2011),Young Sinatra,"Hi, Logic. How ya doing? This is Marty Randolph, big-time, big-league, record-executive, super-white-guy aficionado, and I just, uh, want to talk to you about a couple things.",Sell Out Records
1811,Young Sinatra (2011),Young Sinatra,"All right man, what is this regarding exactly?",Sell Out Records
1812,Young Sinatra (2011),Young Sinatra,"Basically, what we want to do is we want to take Logic, we want to take everything about you, and we want to take it and put it on a bigger level. How's that sound?",Sell Out Records
1813,Young Sinatra (2011),Young Sinatra,"I mean that sounds great, man! What do you have in mind?",Sell Out Records
1814,Young Sinatra (2011),Young Sinatra,"Basically, okay, you know that whole thing that compiles you? The whole Young Sinatra, smooth, intellectual lyrics, the realism of who you are and how you project that, everything that you do with your music?",Sell Out Records
1815,Young Sinatra (2011),Young Sinatra,"Yeah, man, thanks. I'm glad you spotted that out.",Sell Out Records
1816,Young Sinatra (2011),Young Sinatra,"Basically, what we're going to do is get rid of that, okay? We want to put you in the limelight with a bunch of bitches and popping bottles... 'cause nobody cares about that stuff.",Sell Out Records
1817,Young Sinatra (2011),Young Sinatra,...What?,Sell Out Records
1818,Young Sinatra (2011),Young Sinatra,"Yeah, I know, right?! It sounds amazing! Maybe you might be aware of some previous work that we've done. Basically what we want to do is: have nobody remember you in five years.",Sell Out Records
1819,Young Sinatra (2011),Young Sinatra,I don't know man... I really don't know...,Sell Out Records
1820,Young Sinatra (2011),Young Sinatra,Have you ever heard of Young Lollipop? Or Little Chedda?,Sell Out Records
1821,Young Sinatra (2011),Young Sinatra,"Naw. Naw, man I haven't.",Sell Out Records
1822,Young Sinatra (2011),Young Sinatra, That's the point!,Sell Out Records
1823,Young Sinatra (2011),Young Sinatra,Wait... where did you say you were calling from again?,Sell Out Records
1824,Young Sinatra (2011),Young Sinatra,"Oh, I'm just calling from, uh... Sell Out Records.",Sell Out Records
1825,Young Sinatra (2011),Young Sinatra,What?! Sell Out Records?!...,Sell Out Records
1826,Young Sinatra (2011),Young Sinatra,Yeah!,Sell Out Records
1827,Young Sinatra (2011),Young Sinatra,"Oh my God. Wait... like you, like, sell out ",Sell Out Records
1828,Young Sinatra (2011),Young Sinatra, and stuff?,Sell Out Records
1829,Young Sinatra (2011),Young Sinatra,"Naw, man. Sell out like you... like you know... you know. This is what it is, man: Illuminati.",Sell Out Records
1830,Young Sinatra (2011),Young Sinatra,What?! Illuminati?!,Sell Out Records
1831,Young Sinatra (2011),Young Sinatra," Yo, man, who put you up to this? Lenbo?",Sell Out Records
1832,Young Sinatra (2011),Young Sinatra,"Naw, I'm straight, brah. ",Sell Out Records
1833,Young Sinatra (2011),Young Sinatra,I'm on the come up,Growing Pains II
1834,Young Sinatra (2011),Young Sinatra,Anything that y'all do I'm one up,Growing Pains II
1835,Young Sinatra (2011),Young Sinatra,Y'all grind till like 3 in the morning,Growing Pains II
1836,Young Sinatra (2011),Young Sinatra,I grind till the sun up,Growing Pains II
1837,Young Sinatra (2011),Young Sinatra,Homie that's dedication,Growing Pains II
1838,Young Sinatra (2011),Young Sinatra,This world is what I'm facing,Growing Pains II
1839,Young Sinatra (2011),Young Sinatra,I only hope in the end that they all love and embrace me,Growing Pains II
1840,Young Sinatra (2011),Young Sinatra,(I'm trying to right my wrongs,Growing Pains II
1841,Young Sinatra (2011),Young Sinatra,But it's funny them same wrongs helped me write this song),Growing Pains II
1842,Young Sinatra (2011),Young Sinatra,Momma I'm sorry that I left at 17,Growing Pains II
1843,Young Sinatra (2011),Young Sinatra,(I apologize a trillion times),Growing Pains II
1844,Young Sinatra (2011),Young Sinatra,Everything ain't what it seem when you try and follow your dreams,Growing Pains II
1845,Young Sinatra (2011),Young Sinatra,First you saw the bigger picture,Growing Pains II
1846,Young Sinatra (2011),Young Sinatra,Now you see behind the scenes,Growing Pains II
1847,Young Sinatra (2011),Young Sinatra,You thought everything was sweet,Growing Pains II
1848,Young Sinatra (2011),Young Sinatra,Now you see that shit is mean,Growing Pains II
1849,Young Sinatra (2011),Young Sinatra,Got a taste now you a fiend,Growing Pains II
1850,Young Sinatra (2011),Young Sinatra,Been into it since a teen,Growing Pains II
1851,Young Sinatra (2011),Young Sinatra,Yeah he nice so all his friends say he gon' blow like Hiroshim,Growing Pains II
1852,Young Sinatra (2011),Young Sinatra,Eyes on the prize like the baddest bitch you ever seen,Growing Pains II
1853,Young Sinatra (2011),Young Sinatra,"At home late night, chillin', envisioning",Growing Pains II
1854,Young Sinatra (2011),Young Sinatra,Himself on the cover of Vibe magazine,Growing Pains II
1855,Young Sinatra (2011),Young Sinatra,But everything ain't what it seems,Growing Pains II
1856,Young Sinatra (2011),Young Sinatra,Though it seem like he gon' blow,Growing Pains II
1857,Young Sinatra (2011),Young Sinatra,Will he make it?,Growing Pains II
1858,Young Sinatra (2011),Young Sinatra,Maybe so,Growing Pains II
1859,Young Sinatra (2011),Young Sinatra,Too be honest I don't know,Growing Pains II
1860,Young Sinatra (2011),Young Sinatra,"He got lyrics, he got flow",Growing Pains II
1861,Young Sinatra (2011),Young Sinatra,But it takes so much mo',Growing Pains II
1862,Young Sinatra (2011),Young Sinatra,So much love,Growing Pains II
1863,Young Sinatra (2011),Young Sinatra,So much pain,Growing Pains II
1864,Young Sinatra (2011),Young Sinatra,With such little time to grow,Growing Pains II
1865,Young Sinatra (2011),Young Sinatra,Yeah we love it when he smile,Growing Pains II
1866,Young Sinatra (2011),Young Sinatra,But hate it when he frown,Growing Pains II
1867,Young Sinatra (2011),Young Sinatra,Remember when that girl turned his world upside down,Growing Pains II
1868,Young Sinatra (2011),Young Sinatra,But it made his music better,Growing Pains II
1869,Young Sinatra (2011),Young Sinatra,Brought emotion made it clever,Growing Pains II
1870,Young Sinatra (2011),Young Sinatra,Now we growing everyday,Growing Pains II
1871,Young Sinatra (2011),Young Sinatra,But he hungry try to eat,Growing Pains II
1872,Young Sinatra (2011),Young Sinatra,Brain like an EKG the way that he study the beat,Growing Pains II
1873,Young Sinatra (2011),Young Sinatra,Now we know that he gon' make it and he won't accept defeat,Growing Pains II
